제품일련번호,기업일련번호,제품국문명,제품영문명,한줄소개내용,제품상세설명,검색태그내용,홈페이지url,앱스토어url,구글플레이url
99018,113260,닥터NOW,,비대면으로 진료 받고|| 그자리에서 약 배달 까지 받아볼 수 있는 원격의료 서비스를 제공해주는 앱,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1907,,https://doctornow.co.kr/,https://apps.apple.com/kr/app/%EB%8B%A5%ED%84%B0now-%EB%B9%84%EB%8C%80%EB%A9%B4-%EC%A7%84%EB%A3%8C-%EC%A1%B0%EC%A0%9C%EC%95%BD-%EB%B0%B0%EB%8B%AC/id1513718380,https://play.google.com/store/apps/details?id=com.baedalyakgook_user
109758,147183,오플,5+,국내 1||500만 펫펨족에게  소셜플레이그라운드를 제공합니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1908,,,,
19298,20993,아미절라인,AMIsalign,3D 원격 투명교정,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1909,원격의료||투명교정||3D프린팅||치과,http://amisalign.com,,
111896,109271,지능형 영상분석 솔루션,NK-AI,AI 기반 지능형 영상분석 솔루션 및 알고리즘 개발,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1910,IT/영상||영상분석||AI*/IoT||AR/VR||e-Comm||CludPlatform||ITS||smartcity,http://www.nextk.co.kr,,
94011,133255,아르고,ARGO,5PL One-stop 물류시스템,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1911,#아르고||5PL||물류시스템||유통/물류/운송||빅데이터||IT/인공지능||머신러닝,http://www.argoport.com,,
27384,29834,에이블리,ABLY,NO.1 스타일 커머스 에이블리,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1912,에이블리,http://ablycareer.com/,https://tinyurl.com/yd46fdg8,https://goo.gl/PRfyPk
557,407,GreatMage,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1913,,http://nextfloor.co.kr/GreatMage.html,https://itunes.apple.com/kr/app/greatmage/id456125617,
93582,136786,시크릿차트(리뉴얼중),secretchart,나만의 시크릿한 AI추천 영상견적 비대면 서비스(뷰티/헬스),/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1914,시크릿차트||앱/웹서비스,http://www.secretchart.com,https://apps.apple.com/kr/app/%EC%8B%9C%ED%81%AC%EB%A6%BF%EC%B0%A8%ED%8A%B8-%EA%B4%91%EA%B3%A0-%EC%97%86%EB%8A%94-%ED%9B%84%EA%B8%B0-%EC%84%B1%ED%98%95%EA%B3%A0%EB%AF%BC/id1097452027?l=en&mt=8,https://play.google.com/store/apps/details?id=dev.secretchart
104422,22331,핀트,Fint,“투자. 쉽게. 알아서.  자산을 쌓아가는 AI일임투자 앱|| 핀트”,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1915,핀트||로보어드바이저||간편투자,https://www.fint.co.kr/,https://apps.apple.com/kr/app/id1434650965,https://play.google.com/store/apps/details?id=com.dco.fint
2033,1142,메알TV - 내 목소리 동영상,Me-Al TV,성우|| 배우|| 아나운서|| BJ|| 유튜버를 준비한 다면 강추 필수 앱 "메알TV",/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1916,녹음||더빙||애니메이션||메알||웹툰||동영상||성우||아나운서||1인제작자||유튜브,http://me-al.tv/,,https://play.google.com/store/apps/details?hl=ko&id=com.intoraw.meal
68373,36424,앤래빗 키즈 차렵이불,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,http://www.myhouse.co.kr/goods/goods_view.php?goodsNo=1000000204&mtn=1%5E%7C%5E%281%29BEST+SELLER%5E%7C%5En,,
68119,119114,크리스틴프로젝트,CHRISTINE PROJECT,셰프 출신의 크리스틴의 일상의 니즈에서 출발한 라이프스타일백,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,패션/인터넷쇼핑몰||가방||패션&라이프스타일,http://www.christineproject.com,,
113078,148255,위너스사인,WinnersSign,[ 보다 편리한 전자계약서를 사용해보세요! ],/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1919,,,,https://play.google.com/store/apps/details?id=contract.hee.bukook&hl=ko
110970,792,테크놀로지,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1920,,https://slowalk.co.kr/archives/portfolio_type/technology,,
4153,4795,외식창업종합서비스|| 창업아웃소싱솔루션|| 온라인플랫폼비지니스,,외식창업|| 이젠 전문회사에서 합리적인 가격으로 사는 시대입니다,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1921,,,,
58270,107948,사이트클라우드,Xitecloud,토공현장의 디지털 솔루션으로 전문성이 높고 사업성이 확인된 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1922,건설||토목||드론||항공||촬영||측량||맵핑||3D||에브리버디||모두의친구||건설엔지니어링,,,
26531,79209,프로그래머스,Programmers,프로그래밍 학습|| 알고리즘 문제|| 프로그래밍 대회|| 개발자 채용.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,http://programmers.co.kr/,,
37501,96865,미마마스크,MIIMAMASK,예쁘지도 않고|| 비싸기만한 일회용마스크에 질렸다,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1924,,http://miima.co.kr,,
72566,122044,대패가1900,daepaega1900,대한민국 최초의 대패삼겹살 배달 프렌차이즈 브랜드인 "대패가1900"입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1925,,http://www.대패가1900.com,,
109306,75258,우우푸푸,UwUFUFU,퀴즈 통한 즐거운 컨텐츠 마케팅 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1926,퀴즈||NFT||컨텐츠,http://www.uwufufu.com,,
76533,101030,훈장마을,hunjang,학원강사취업포탈사이트,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1927,,http://www.hunjang.com,,
28929,85313,캐셔레스트,Cashierest,투명하고 정직한 거래소 캐셔레스트입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://www.cashierest.com/,,
3896,556,지하철 - 트렌디한 디자인과 정확한 지하철 정보서비스를 위한,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1929,,,https://itunes.apple.com/kr/app/jihacheol-silsigan-yeolchajeongbo/id325924444?mt=8,https://play.google.com/store/apps/details?id=com.imagedrome.jihachul
72436,37352,멀웨어 분석,Malware Analysis,분석 효율 향상을 위한 악성 앱 자동분석 프레임워크 구현,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1930,,,,
111236,148471,써폿,ssupport,영상 제작 서포트 플랫폼 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1931,영상||영상제작||연출||연출부||staff||써폿||광고제작,http://www.ssupport.co.kr,,
99443,93527,아이펠 비즈,AIFFEL BIZ,체감형|| 맞춤형|| 실전형 인공지능 기업 교육|| AIFFEL BIZ,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1932,aiffel||아이펠비즈||aiffelbiz||모두의연구소||기업교육,,,
2379,514,한방사랑,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1933,,,https://itunes.apple.com/kr/app/hanbangsalang/id524620665?mt=8,
98328,139191,컨테인어스,ContainUs,컨테인어스 소개 사이트,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1934,홍보||사이트,http://containus.kr/,,
7051,6127,설레여행,Serentrip,여행 동행 & 현지인 친구 만나기,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1935,여행||자유여행||해외여행||여행정보||여행서비스||국내여행||제주도여행||모바일서비스||모바일앱||모바일어플리케이션||모바일플랫폼||버티컬SNS||소셜||소셜데이팅||라이크크레이지,http://serentrip.net/,http://apple.co/1MVv3sP,http://bit.ly/1pB0D3H
9074,2344,애니베어,AnibeaR,AR 숏비디오 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1936,,http://www.anibear.com,https://apps.apple.com/kr/app/anibear-ar-%EA%BF%80%EC%9E%BC-%EC%88%8F%EB%B9%84%EB%94%94%EC%98%A4/id1351160598?app=itunes&ign-mpt=uo%3D4,https://play.google.com/store/apps/details?id=com.anipen.anibearar
110875,84574,옵틱라이프,Opticlife,테없는 안경원 프랜차이즈|| 옵틱라이프,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1937,Opticlife,http://www.opticlife.co.kr,,
110447,147868,플렉스톡,FlexTalk,SNS 인스타그램 계정 관리 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1938,,http://www.flextalk.kr/,,https://play.google.com/store/apps/details?id=com.kimtj.flextalk&hl=ko
26483,36742,바운서,bouncer,바운서는 몽가타의 첫번째 수면 솔루션입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1939,,http://www.mongata.co,,
110853,133989,로니 전세 그룹 대출,,동적그룹핑을 활용한 그룹대출 서비스 “로니 전세 그룹 대출" (특허청 특허 등록 번호: 1021667440000),/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1940,대출||금융/대출,https://www.loany.net/group,,
109443,147432,블록체인 솔루션,Blockchain based Business SW,블록체인 기반 비즈니스 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1941,하이퍼레저패브릭,,,
22507,74683,한국 쇼핑몰,,국내 내수용 쇼핑몰입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1942,,https://www.gvkpop.com,,
15944,32052,소셜브릿지,Social Bridge,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1943,,http://www.social-bridge.co.kr,,
23752,77014,Glispa Create,,Playable Ads,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1944,,https://www.glispa.com/create/playable-ads/,,
3562,3880,Joinsport,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1945,,,,
35723,94747,(주)인포플라,INFOFLA Inc.,IT운영관리 클라우드 서비스 및 인공지능 서비스 개발,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1946,,http://www.infofla.com,,
15829,31862,Bitelli Kiosk,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1947,,http://www.bitelli.net,,
110351,147992,포마인드,4MIND,인공지능 기반 무드 트래킹 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1948,무드트래킹||감정예측||인간관계관리||일기,,,
60754,114358,모비고,mobigo,이기종간의 휴대폰 데이타 전송 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1949,모바일||소프트웨어||아이폰||안드로이드||데이타전송,http://www.mobigo.co.kr/,,
109595,27353,나이스웨더 온라인 커머스,Nice weather mall,CNP company에서 만든 ‘신개념 라이프스타일 편의점’,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1950,쇼핑몰||오픈마켓,,,
101357,109690,아이나비 에어,Inavi Air,모바일 내비게이션|| 그룹주행,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1951,아이나비에어,http://inavisys.com/,https://apps.apple.com/kr/app/id621155759,https://play.google.com/store/apps/details?id=com.thinkware.inaviair
13463,24101,Machine Framework,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
111573,143621,인공지능 챗봇,AI Chatbot,카카오i 공식 에이전시  한국 클라우드 컨택센터의 생산성을 향상시키는 챗봇,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1953,,,,
108001,127139,랭코드 컨시어지,Langcode Concierge,SW 개발조직을 위한 AI 챗봇 기반 협업 툴,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1954,협업||SaaS||챗봇||SW||개발||AI||생산성,https://www.langcode.io,,
99009,16691,스마일리더,Smile Reader,배란/임신테스트기 촬영 분석,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,https://apps.apple.com/kr/app/%EC%8A%A4%EB%A7%88%EC%9D%BC%EB%A6%AC%EB%8D%94/id1051356117,https://play.google.com/store/apps/details?id=com.smilelab.drugs&hl=ko&gl=US
110208,147916,새로운 개념의 메타버스 게임,Metaverse Game,기존에 없던 새로운 형태의 메타버스 게임입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1956,,,,
102027,139727,정보보호 전략수립,Information Security Masterplan,조직이 정보보호 시작 또는 강화를 위해 따를 수 있는 운영전략을 수립,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1957,보안마스터플랜||정보보호전략||보안추진계획||이행로드맵,http://www.securitycamp.net,,
110862,148279,스냅팟,Snapot,내 주변 인생샷 명소 추천 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1958,여행||사진,http://www.snapot.kr,,
31035,88123,스타디움,5TARDIUM,5 STAGES|| 10 ARTISTS WITH DIFFERENT EXPERIENCES,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1959,,http://5tardium.com/,,
37191,71824,인:타임,inTime,얼굴인식 출퇴근관리 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1960,,http://intime.kr,,
29629,34243,미스터마인드 캐릭터,MrMIND character,AI캡슐과 결합할 미스터마인드 만의 캐릭터입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
112560,149435,슬롯머신관리시스템,SMS(Slot machine Management System),국내 공공 카지노 및 해외 카지노|| 게임 시장의 머신의 데이터를 고객 및 사용주의 입장에서 정확하고 편리한 데이터를 관리하게 해주는 기술로서 국내에는 당사가 유일하며|| 아시아권에서도 정상급 기술을 보유하고 있습니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1962,프로그램||소프트웨어개발,http://www.junketware.com,,
13672,13647,스프링캠,Spring Camera,상큼 발랄 유쾌한 영상 카메라 스프링!!!,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1963,,,,https://play.google.com/store/apps/details?id=me.spring.springcameraproto
109608,131753,널스노트,Nurse Note,간호사를 간호하는 기업,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,간호사||응용소프트웨어||APP||어플리케이션||B2C서비스||||웹||웹서비스||모바일||모바일서비스||IT||소프트웨어||어플리케이션||앱||플랫폼||iOS||android||글로벌||키보드,http://www.nursenote.co.kr,,
40522,99132,피보,PIVO,Create better content|| Get Pivo,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://getpivo.com/,,
17363,34151,나인티데이즈,90days,P2B 전자어음 투자 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1966,,http://90days.kr,,
85475,130584,콘텐츠 제작,Contents Producing,영상 콘텐츠 제작 대행,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1967,콘텐츠제작||영상||콘텐츠/영상,,,
109748,130996,퍼셉션포맨,PERCEPTION,남성을 위한 피부 관리 여정을 설계하기 위해 남성의 그루밍/라이프스타일 브랜드,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1968,,http://www.per-ception.com,,
85498,130597,에어그린,Air Green,에어워셔 필터를 적용한 차량용 가습 청정기,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1969,,,,
113183,83650,더 패쳐,The Patcher,전략 멀티플레이 액션 게임 The Patcher,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1970,,https://thepatchervr.com/,http://store.steampowered.com,http://store.steampowered.com
90875,76005,화장품주문 및 개발관리 플랫폼,COS247 Platform,국내 유일 클라우드 기반 화장품 주문관리 및 신제품 개발 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1971,#화장품||화장품주문및개발관리플랫폼||COS247,http://www.cos-247.com,,
31036,88123,레인보우 페스티벌,Rainbow Festival,음악과 자연이 함께 하는 캠핑 뮤직 페스티벌,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1972,,http://www.rainbowfestival.co.kr,,
36198,17722,팬씨,FANSEE,커팅엣지 주식회사의 커머스 서비스 브랜드입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,셀럽||커머스||10cm||윤미래||타이거JK,https://www.fansee.kr/,,
84539,104749,탤런티드.,TALENTED.,아티스트의 뉴 커리어 검색 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1974,플랫폼||엔터테인먼트,https://www.talented.co.kr,,
22672,71746,해외직구,CBT,온라인 해외직구 사업,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1975,,,,
64894,117084,O2O플랫폼 & 헬스케어,O2O platform & health care system,O2O전자상거래 및 헬스케어 시스템 커스터마이징,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1976,,,,
83958,129463,위드살롱,,대화로 서로의 세계를 여행하는 곳,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1977,,https://www.withsalon.co.kr/,,
106807,117624,싸인오케이,signok,편리와 보안을 한번에! 비대면 전자계약 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1978,싸인오케이||한국정보인증||kica||signok||비대면||계약서||전자계약||보안,https://www.signok.com/,,
110117,95452,ED KPOP 온라인 트레이닝,ED KPOP Online Training,ED KPOP은 댄스|| 보컬|| 피트니스 등 KPOP 스타가 되기 위한 전 과정을 배울 수 있는 글로벌 온라인 트레이닝 서비스입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1979,ed-tech||#Entertainment||kpop||training,http://www.edkpop.com,,
30033,86824,IMUX,IMUX,자연어 기반 데이터베이스 검색 엔진 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1980,,http://www.imux.in,,
92564,134207,한국형어류양식플랫폼서비스,K-Fish Farming Platform Service,AI를 기반한 어류양식 경영관리 플랫폼 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1981,스마트양식||AI자율시스템||지속가능||친환경인증||경영관리||안전한수산물,https://blueoceanaac.com,,
111246,148468,코쟉,KOJAK,A FBI Appendix F Certified FAP 60 10-Print Roll Scanner,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1982,지문인식기,https://integratedbiometrics.com/products/kojak,,
45160,102604,웹로컬라이제이션,Weblocalization,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
13206,23229,Mindpaper - 생각을 펼쳐 보다,,MIND PAPER는 단순한 메모가 아닌|| '나'에 대해 펼쳐 적어보는 특별한 제안입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1984,,https://teamnexters.com,,https://play.google.com/store/apps/details?id=com.nexters.mindpaper
108731,146602,뷰티아웃사이드,BeautyOutside,찾아봐! 우리동네 성형맛집,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1985,,http://www.beautyoutside.co.kr,https://apps.apple.com/kr/app/%EB%B7%B0%ED%8B%B0%EC%95%84%EC%9B%83%EC%82%AC%EC%9D%B4%EB%93%9C/id1545881594,https://play.google.com/store/apps/details?id=beautyoutside.mobile
22655,74951,뉴스 홈페이지,IS AWESOME,뉴스 미디어 정보 제공,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/1986,,http://www.isawesome.co.kr/,,
